Pasta,Tipo,Arquivo,Texto_Real
Apto_2023-05-11_05-31-25_2023-05-11_06-19-26,Chassi,cropped_2223_58963f2a-23ed-477c-8e62-2f3f4b4015f3.jpg.png,93XLNKB8TJCH31779
Apto_2023-05-11_05-31-25_2023-05-11_06-19-26,Motor,cropped_2223_9d66a9f9-33c9-4aa2-bc35-484571fcf720.jpg.png,4M41UCBH1851
Apto_2023-05-11_11-09-07_2023-05-11_13-21-49,Chassi,cropped_2287_36842220-9c1a-486f-b5fc-39a446efd881.jpg.png,9BM958094DB925946
Apto_2023-05-11_11-09-07_2023-05-11_13-21-49,Motor,cropped_2287_d0c414b4-4294-47e2-81ef-8abdaf2ab97e.jpg.png,926991U1073730
Apto_2023-05-12_04-20-58_2023-05-12_06-51-16,Chassi,cropped_2328_cd99575c-fee0-48a7-b2d9-f5b223cafb5e.jpg.png,9BD15802AA6373452
Apto_2023-05-12_04-20-58_2023-05-12_06-51-16,Motor,cropped_2328_274b322f-d005-4a74-9522-f14f8c38331a.jpg.png,146E10119156388
Apto_2023-05-12_09-15-19_2023-05-12_10-03-46,Chassi,cropped_2390_4994d1bb-52af-45d7-a8fb-f41a227f4c25.jpg.png,9BFZZZ55ZSB933723
Apto_2023-05-12_09-15-19_2023-05-12_10-03-46,Motor,cropped_2390_d0c5e2f1-0ae3-4a72-8739-2ae0bbf91a9a.jpg.png,UNA025427
Apto_2023-05-12_10-04-12_2023-05-12_10-56-41,Chassi,cropped_2401_9124d3af-ed96-43e1-8f66-1825dde387fd.jpg.png,9BD281B41NYW74142
Apto_2023-05-12_10-04-12_2023-05-12_10-56-41,Motor,cropped_2401_9ac6530e-2541-45b4-9d6a-423ad7e41d47.jpg.png,552681768001086
Apto_2023-05-12_11-16-53_2023-05-12_12-23-38,Chassi,cropped_2419_632fe854-6160-4ff0-9667-8a5c617866fb.jpg.png,9APB08530VP000095
Apto_2023-05-16_04-02-23_2023-05-16_04-47-19,Chassi,cropped_2566_a6a50875-d664-4b12-8ac1-7600c7d05a3c.jpg.png,9BRBL3HE1J0105013
Apto_2023-05-16_04-02-23_2023-05-16_04-47-19,Motor,cropped_2566_48b920fa-1b4c-4238-802a-9e064e3debb9.jpg.png,M457743
Apto_2023-05-16_04-51-04_2023-05-16_09-55-25,Chassi,cropped_2573_e00e50e3-6058-4f1b-96da-7930f478d50e.jpg.png,WV1DB42H7KA029827
Apto_2023-05-16_04-51-04_2023-05-16_09-55-25,Motor,cropped_2573_c3140b01-af5a-49a4-908e-746d83db1c86.jpg.png,CSH227351
Apto_2023-05-16_06-08-52_2023-05-16_10-01-06,Chassi,cropped_2594_e77da87d-74f8-4b60-891c-6eac96897ead.jpg.png,9BGJC69Z0FB103924
Apto_2023-05-16_06-08-52_2023-05-16_10-01-06,Motor,cropped_2594_2f405ba1-e8e9-4af6-8f9e-242b9a31ac43.jpg.png,CM8073062
Apto_2023-05-16_06-57-31_2023-05-16_13-17-36,Chassi,cropped_2606_0f734f5c-ee85-4aec-97be-20d0e4910f83.jpg.png,8AJFY29G8D8542130
Apto_2023-05-16_06-57-31_2023-05-16_13-17-36,Motor,cropped_2606_3da776c4-1af5-4d9b-9805-ff691a2a10e4.jpg.png,1KDA254389
Apto_2023-05-16_07-06-21_2023-05-16_11-05-55,Chassi,cropped_2609_2e40de0e-951a-4694-bb43-e9098bce670e.jpg.png,9BRBB48E5A5109352
Apto_2023-05-16_07-06-21_2023-05-16_11-05-55,Motor,cropped_2609_983a8448-1c4e-452c-bdec-9f0314c9561a.jpg.png,4944103
Apto_2023-05-16_10-09-52_2023-05-17_05-26-02,Chassi,cropped_2642_0af0a056-6696-4f62-80e7-71e6690a53a9.jpg.png,9BWLB05U2CP022554
Apto_2023-05-16_10-09-52_2023-05-17_05-26-02,Motor,cropped_2642_532daa7a-062c-43b2-84b3-ad9801463067.jpg.png,CCR490659
Apto_2023-05-16_11-17-33_2023-05-17_05-14-10,Chassi,cropped_2660_5aa09daf-3b9a-4a35-933a-f73e7474c383.jpg.png,9BRB33BE5P2130485
Apto_2023-05-16_11-17-33_2023-05-17_05-14-10,Motor,cropped_2660_722f266e-1f5a-41cf-8a02-e0054d142c2d.jpg.png,AC05361
Apto_2023-05-17_06-09-57_2023-05-17_09-34-19,Chassi,cropped_2735_9ad0194e-3320-448f-b4d7-07fb11ce2875.jpg.png,8AWZZZ9ZZ1A615281
Apto_2023-05-17_06-09-57_2023-05-17_09-34-19,Motor,cropped_2735_a7a5ef14-64ed-4817-b2e9-4408c8724ea4.jpg.png,AKL902350
Apto_2023-05-17_11-34-44_2023-05-17_13-37-08,Chassi,cropped_2800_1b224ae6-3fbe-47b3-9572-8b0d45bc3863.jpg.png,9BFLF47PXFB002542
Apto_2023-05-17_11-34-44_2023-05-17_13-37-08,Motor,cropped_2800_faeeb641-73dc-4c47-bfce-bae077d8b0fa.jpg.png,89644049
Apto_2023-05-18_04-53-11_2023-05-18_06-32-27,Chassi,cropped_2827_70d01057-494d-449a-b88d-59d3dd85193f.jpg.png,9BD27803M97166922
Apto_2023-05-18_04-53-11_2023-05-18_06-32-27,Motor,cropped_2827_6e0571db-2549-487c-909c-e7030239e65b.jpg.png,310A20118877127
Apto_2023-05-18_06-53-54_2023-05-18_07-25-07,Chassi,cropped_2854_fa61a88f-90eb-40d1-8846-ff01d365c61c.jpg.png,9C2ND07006R004866
Apto_2023-05-18_06-53-54_2023-05-18_07-25-07,Motor,cropped_2854_8f245c76-f494-461f-8bab-ff08a7dea375.jpg.png,ND07E6004866
Apto_2023-05-18_09-21-12_2023-05-18_10-06-08,Chassi,cropped_2869_a8a14074-4008-4aea-803c-dd12a42bf535.jpg.png,9BD15822544496900
Apto_2023-05-18_09-21-12_2023-05-18_10-06-08,Motor,cropped_2869_7847f0b6-ca62-44bf-bf43-bfdb9cc7f896.jpg.png,178D90115783088
Apto_2023-05-19_04-19-23_2023-05-19_10-24-24,Chassi,cropped_2933_899c6c3f-b5ee-4127-87cc-5b59cd8ee556.jpg.png,9ADB0902CDM362472
Apto_2023-05-19_04-31-29_2023-05-19_06-49-14,Chassi,cropped_2935_fee223a9-2800-4b51-a601-8ca61965b86d.jpg.png,9BRBDWHE5G0289105
Apto_2023-05-19_04-31-29_2023-05-19_06-49-14,Motor,cropped_2935_91535bfe-9aa0-42c2-b4b7-0fb01ac9fece.jpg.png,M340466
Apto_2023-05-19_09-57-13_2023-05-19_12-53-51,Chassi,cropped_3021_da055de9-9709-4db5-9aa9-9ba85d236115.jpg.png,9BWCA01J814069407
Apto_2023-05-19_09-57-13_2023-05-19_12-53-51,Motor,cropped_3021_f6a5e0e8-6fb0-4979-811b-0b0abe80d80f.jpg.png,BAH007722
Apto_2023-05-19_11-10-16_2023-05-19_12-47-43,Chassi,cropped_3042_00562cf1-2433-4fe8-9053-aa76a0a49cda.jpg.png,9BGJK69RSRB006721
Apto_2023-05-19_11-10-16_2023-05-19_12-47-43,Motor,cropped_3042_a534d7ea-665d-4067-842e-3af88e3aed60.jpg.png,B20NZ31099531
Apto_2023-05-20_06-39-02_2023-05-20_07-40-32,Chassi,cropped_3084_11434913-e16e-40ac-9df0-250980c2fd07.jpg.png,9BVAG30D0EE823447
Apto_2023-05-20_06-39-02_2023-05-20_07-40-32,Motor,cropped_3084_8cacf987-2a15-48e3-b659-0feb5407bf7c.jpg.png,D13887786C1E
Apto_2023-05-22_04-21-02_2023-05-22_05-22-05,Chassi,cropped_3094_39f23c20-2907-4cfe-aab3-2b22140039cc.jpg.png,93XSYKL1TKCJ12886
Apto_2023-05-22_04-21-02_2023-05-22_05-22-05,Motor,cropped_3094_e850a508-d74c-46f3-8c61-6e32bd32d987.jpg.png,4N15BAB3119
Apto_2023-05-22_04-28-14_2023-05-22_06-53-12,Chassi,cropped_3098_5f69aab2-84c9-44db-9a38-b0a21012e8e6.jpg.png,93ZS2MSH0B8809473
Apto_2023-05-22_04-28-14_2023-05-22_06-53-12,Motor,cropped_3098_bb69546c-e7c1-44e6-ba97-8b5b36687528.jpg.png,F3BE06815022962
Apto_2023-05-22_06-01-05_2023-05-22_09-28-11,Chassi,cropped_3138_740cc4f3-71e4-4308-bcfc-1ec6f16256bc.jpg.png,93YHSR3H5KJ757194
Apto_2023-05-22_06-01-05_2023-05-22_09-28-11,Motor,cropped_3138_e17be183-ff61-4d42-8f07-c92e10b1582b.jpg.png,H4MF735Q044381
Apto_2023-05-22_09-29-43_2023-05-22_10-25-03,Chassi,cropped_3170_e5c984d5-c2b0-4b46-bd20-49595ff23cb7.jpg.png,9BG148MH0DC473278
Apto_2023-05-22_09-29-43_2023-05-22_10-25-03,Motor,cropped_3170_f8ff27fa-42f3-4ff8-b840-3d3af5464371.jpg.png,V1A047373
Apto_2023-05-22_11-01-25_2023-05-22_12-27-43,Chassi,cropped_3203_13c9bd0d-d4f3-4ad9-b05f-550793eddcc7.jpg.png,9BWAB01J694025180
Apto_2023-05-22_11-01-25_2023-05-22_12-27-43,Motor,cropped_3203_96d0b710-e196-4169-b9fb-5021ad6c9136.jpg.png,CCR103385
Apto_2023-05-22_11-24-39_2023-05-22_12-36-14,Chassi,cropped_3210_f122aa62-4948-4e11-a72a-bab535fdef63.jpg.png,98822617CLKC86755
Apto_2023-05-22_11-24-39_2023-05-22_12-36-14,Motor,cropped_3210_30179759-2849-411d-8569-dfe4543e1ab2.jpg.png,552616748839573
Apto_2023-05-22_12-28-20_2023-06-02_07-42-15,Chassi,cropped_3232_a4ca641b-6868-46ab-a633-40028ed152b2.jpg.png,9C2PC4820JR000658
Apto_2023-05-22_12-28-20_2023-06-02_07-42-15,Motor,cropped_3232_46e0dc40-688c-4164-b44b-1a7be6a3ac0b.jpg.png,PC48E2J000658
Apto_2023-05-23_05-30-27_2023-05-23_14-18-06,Chassi,cropped_3266_6c0196b2-955e-4d36-968d-29370ea35c19.jpg.png,9BM345413HB762825
Apto_2023-05-23_05-30-27_2023-05-23_14-18-06,Motor,cropped_3266_afb9f228-6553-437f-96b6-1938199a86a8.jpg.png,SP0307102
Apto_2023-05-23_06-51-22_2023-05-23_09-28-05,Chassi,cropped_3288_0ed29027-8aef-4d71-ace6-894b3ac3e76e.jpg.png,9BGCA8030LB208735
Apto_2023-05-23_06-51-22_2023-05-23_09-28-05,Motor,cropped_3288_18d08a19-5df1-4ced-9c0c-293b85feb960.jpg.png,GK8057084
Apto_2023-05-23_09-15-55_2023-05-23_10-25-30,Chassi,cropped_3303_1a66193e-48d1-419e-af47-5d5c3465061b.jpg.png,9C2JC7000MR027723
Apto_2023-05-23_09-15-55_2023-05-23_10-25-30,Motor,cropped_3303_54e891c1-c5e6-42d8-960b-8ce6a0fca395.jpg.png,JC70E0M027781
Apto_2023-05-23_09-26-39_2023-05-23_12-03-59,Chassi,cropped_3306_10af656e-c0c8-4672-851c-774e06c83725.jpg.png,9BW2M82T95R536876
Apto_2023-05-23_09-26-39_2023-05-23_12-03-59,Motor,cropped_3306_89d6dc79-92cb-49ae-8be3-230e2699fb9c.jpg.png,30553873
Apto_2023-05-23_12-04-05_2023-05-23_13-04-20,Chassi,cropped_3344_2c6504d2-b8cd-4a70-b97b-c5a8eab5d126.jpg.png,93YHJD204MJ635453
Apto_2023-05-23_12-04-05_2023-05-23_13-04-20,Motor,cropped_3344_e565fadc-3076-4b48-9ad2-86752c71cab7.jpg.png,H4MG736Q120425
Apto_2023-05-23_12-53-32_2023-05-23_13-33-14,Chassi,cropped_3356_9dc6690d-54e0-4138-9771-af34644ed96d.jpg.png,9BD17164LC5766129
Apto_2023-05-23_12-53-32_2023-05-23_13-33-14,Motor,cropped_3356_c166feef-9009-43f1-904b-d3edd318126d.jpg.png,310A10110344431
Apto_2023-05-24_04-12-07_2023-05-24_06-06-51,Chassi,cropped_3370_8e7128ed-1d4f-4676-9fd2-73d5794b1e48.jpg.png,9BVAS02C28E742222
Apto_2023-05-24_04-12-07_2023-05-24_06-06-51,Motor,cropped_3370_aa10162a-4f6c-4222-8d12-7305b162a43a.jpg.png,D13812235A1E
Apto_2023-05-24_04-27-36_2023-05-24_10-51-07,Chassi,cropped_3374_6a6acddb-2334-410c-9292-991c814dfb70.jpg.png,9APB08820KP000101
Apto_2023-05-24_05-05-41_2023-05-24_06-10-42,Chassi,cropped_3384_d44105c8-31b8-4bdf-bf15-88229fc90d94.jpg.png,8AP372171D6035549
Apto_2023-05-24_05-05-41_2023-05-24_06-10-42,Motor,cropped_3384_e9077a8e-1c5a-40f6-9fb5-381f6fc8a94a.jpg.png,310A20110780123
Apto_2023-05-24_09-49-26_2023-05-24_10-21-25,Chassi,cropped_3424_7a591224-6661-4563-831e-61c066d1c84d.jpg.png,9C2HA070WWR016950
Apto_2023-05-24_09-49-26_2023-05-24_10-21-25,Motor,cropped_3424_d282e8b8-73c6-48b6-8928-a4707db0ad35.jpg.png,HA07EW016950
Apto_2023-05-24_10-22-02_2023-05-24_11-09-53,Chassi,cropped_3433_882c8fb0-9277-4d34-94c2-8dca434303fe.jpg.png,8AJZX62G9F5011329
Apto_2023-05-24_10-22-02_2023-05-24_11-09-53,Motor,cropped_3433_f507bd86-19db-4766-ad23-df6def786a38.jpg.png,2TR8843344
Apto_2023-05-24_10-56-24_2023-05-24_12-39-51,Chassi,cropped_3443_b36ad09c-3301-41ea-8342-2c783a697c47.jpg.png,9BG443NARRC032874
Apto_2023-05-24_10-56-24_2023-05-24_12-39-51,Motor,cropped_3443_fb604299-5106-4d4d-a515-e06f0162683e.jpg.png,SB8885B504171Z
Apto_2023-05-24_11-45-06_2023-05-24_12-07-49,Chassi,cropped_3457_061a315b-4fcc-44b4-9ee7-ad594670c6f2.jpg.png,9BWAB01J6A4012515
Apto_2023-05-24_11-45-06_2023-05-24_12-07-49,Motor,cropped_3457_435eef56-64cd-412f-84e4-b063e8fb5827.jpg.png,CCR815345
Apto_2023-05-24_12-13-37_2023-05-24_12-52-00,Chassi,cropped_3462_4db75670-5c00-4a99-8fbf-ef7baac9f5d0.jpg.png,9BW5B82U16R623975
Apto_2023-05-24_12-13-37_2023-05-24_12-52-00,Motor,cropped_3462_3bc317f5-9407-4db8-ba67-b73b517b2091.jpg.png,F1A007423
Apto_2023-05-24_12-51-41_2023-05-24_14-05-33,Chassi,cropped_3474_b9263950-c8e1-4966-88d3-4400907b5804.jpg.png,94BG147244R001441
Apto_2023-05-25_03-55-41_2023-05-25_09-49-50,Chassi,cropped_3487_ba8dabd4-db61-4bf4-b3f3-369c7a89ecef.jpg.png,9BVN0A1A0EE604920
Apto_2023-05-25_03-55-41_2023-05-25_09-49-50,Motor,cropped_3487_f4269dbe-c0a0-44ba-b7d7-a4f7b9214f64.jpg.png,TD101G113501591
Apto_2023-05-25_05-24-17_2023-05-25_09-44-35,Chassi,cropped_3515_4613ef51-3a6c-4247-b255-419b9ade050c.jpg.png,94BL0262LLR005219
Apto_2023-05-25_06-32-32_2023-05-25_09-33-27,Chassi,cropped_3528_0f4a83c8-4dfe-43b5-9dd2-d0773c0195cf.jpg.png,9BFFF25LXYD027188
Apto_2023-05-25_06-32-32_2023-05-25_09-33-27,Motor,cropped_3528_f941fa55-21c6-4967-a53f-2498a55fc597.jpg.png,00000362145
Apto_2023-05-25_07-32-41_2023-05-25_10-22-07,Chassi,cropped_3538_8e4cd15f-b954-4852-9ff9-34958deecedc.jpg.png,34504512664274
Apto_2023-05-25_07-32-41_2023-05-25_10-22-07,Motor,cropped_3538_23c01041-e37e-4066-ae7c-327dc56106de.jpg.png,34591510071938
Apto_2023-05-25_10-02-32_2023-05-26_03-17-42,Chassi,cropped_3561_9fdd1a49-e16b-421c-9c67-f941da7e85f1.jpg.png,93ZE2HMH0D8923537
Apto_2023-05-25_10-02-32_2023-05-26_03-17-42,Motor,cropped_3561_95883cbc-92ab-4138-99ee-a3294249a6f6.jpg.png,F4AEE681F6061844
Apto_2023-05-25_10-36-52_2023-05-25_12-06-25,Chassi,cropped_3570_d2def2a4-0c24-442e-9893-e85cd1143363.jpg.png,9BHBG51DAEP152971
Apto_2023-05-25_10-36-52_2023-05-25_12-06-25,Motor,cropped_3570_63a7de4f-40d2-466f-a681-22bf954c88dc.jpg.png,F4FADU099479
Apto_2023-05-26_04-44-18_2023-05-26_05-49-49,Chassi,cropped_3619_48dda703-6645-4d81-92f9-8e7f5737f5bd.jpg.png,9ADB0902CDM362472
Apto_2023-05-26_12-20-37_2023-05-29_06-13-19,Chassi,cropped_3726_86d58ba2-7221-4fd3-a923-1bfd44fbf0fa.jpg.png,9ADB0902CDM362472
Apto_2023-05-26_12-44-51_2023-05-26_13-49-40,Chassi,cropped_3731_6f5ff13a-d461-4c82-a8be-02f5cf1a6f0c.jpg.png,30830212009136
Apto_2023-05-26_12-44-51_2023-05-26_13-49-40,Motor,cropped_3731_5a604f9b-f355-4c97-91e7-6601f9bbbdba.jpg.png,34393210009333
Apto_2023-05-26_13-04-03_2023-05-26_13-42-01,Chassi,cropped_3737_73520181-4d8a-4642-bbf1-7870005aa36e.jpg.png,98861110XJK163295
Apto_2023-05-26_13-04-03_2023-05-26_13-42-01,Motor,cropped_3737_cd47c7f0-cf40-4389-8f74-3784b04f6566.jpg.png,552771353257909
Apto_2023-05-29_03-46-52_2023-05-29_05-17-11,Chassi,cropped_3769_b044a697-1c88-462c-9dc7-27f8a32733f9.jpg.png,9BD17141322113028
Apto_2023-05-29_03-46-52_2023-05-29_05-17-11,Motor,cropped_3769_fae4431e-230a-438d-9074-0bdf82a789ab.jpg.png,5182961
Apto_2023-05-29_06-24-57_2023-05-29_06-51-59,Chassi,cropped_3802_6b8cb7af-5e26-44cc-bbcb-fdb78caaeb7f.jpg.png,9BD37417DH5095479
Apto_2023-05-29_06-24-57_2023-05-29_06-51-59,Motor,cropped_3802_1006b491-4d5f-46ab-98a6-a522bd98f049.jpg.png,370A00113077557
Apto_2023-05-29_09-49-15_2023-05-29_10-24-49,Chassi,cropped_3845_0ed7fffd-6406-4077-80ec-850a8e00ce25.jpg.png,8AJBA3CD2H1590549
Apto_2023-05-29_09-49-15_2023-05-29_10-24-49,Motor,cropped_3845_bf95731a-fdc8-430b-bf89-4f9d291f98f4.jpg.png,1GDG015495
Apto_2023-05-29_09-53-36_2023-05-29_11-51-35,Chassi,cropped_3846_c4eeab1a-533f-4eb4-9f75-2f6639e88aaa.jpg.png,9BFZZZ4ZSB721130
Apto_2023-05-29_09-53-36_2023-05-29_11-51-35,Motor,cropped_3846_19cadca0-c44a-4a3f-b984-6617a756d69e.jpg.png,USG065328
Apto_2023-05-29_11-34-00_2023-05-29_12-09-17,Chassi,cropped_3872_a420c8ec-c7a2-4090-8f70-edbbcc2eedc6.jpg.png,9BHBG41DAGP623974
Apto_2023-05-29_11-34-00_2023-05-29_12-09-17,Motor,cropped_3872_02f401e7-f62f-4676-a293-80dce3bc7a65.jpg.png,F4FAGU144717
Apto_2023-05-30_04-27-06_2023-05-30_06-56-56,Chassi,cropped_3915_e83c88e8-da8b-4b02-b5f7-97e7222bffbd.jpg.png,9BRK3AAG0R0095957
Apto_2023-05-30_04-27-06_2023-05-30_06-56-56,Motor,cropped_3915_b4f1b383-ab1a-47b6-b1b7-0dcbfd54a699.jpg.png,AC53961
